Critical Industry,Organisation size,Level of digital intensity,Cyber security role,Cyber security frameworks,Improper network segmentation,Inappropriate remote access,Absence of encryption,Number of users affected,Attack type,Attacker,Attack vector,Impact on data,Aspect of Confidentiality-Integrity-Availability triad affected,Attacker type
Yes,Large,Low-Medium,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,,Low-Medium,No,No,Yes,No,Yes,Missing,Installed malware,External,,High,Availability,Cybercriminal group
Yes,Small,Low-Medium,No,No,,No,Yes,14263,,External,Unknown network attack,Medium,Confidentiality,Unknown
No,,Medium-High,No,No,,No,Yes,70000,,External,Unknown website/web application attack,High,Confidentiality,Unknown
Yes,Large,High,No,No,Yes,No,Yes,200000,,External,Insufficient input validation,High,Confidentiality,Unknown
No,,Medium-High,No,No,,,Yes,391000,,External,Unknown website/web application attack,Low,Confidentiality,Unknown
No,,High,No,No,,No,Yes,17500000,,External,,Low,Confidentiality,Unknown
No,Large,Medium-High,No,No,Yes,,Yes,14000000,Installed malware,External,,High,Confidentiality,Cybercriminal group
No,Large,Medium-High,No,No,Yes,No,Yes,Missing,Installed malware,External,Physical device,High,Confidentiality,Unknown
No,Large,Medium-High,No,No,,No,,92095,,External,,High,Confidentiality,Unknown
Yes,Large,Low,No,No,Yes,No,Yes,Missing,,External,,Medium,Confidentiality,Unknown
Yes,Small,Low-Medium,No,No,,,,Missing,Installed malware,External,Unknown network attack,High,Availability,Cybercriminal group
Yes,Small,Low-Medium,No,No,Yes,Yes,Yes,23578,Installed malware,External,,High,Availability,Cybercriminal group
Yes,Small,Low-Medium,No,No,,,Yes,Missing,Installed malware,External,,Medium,Confidentiality,Unknown
Yes,Medium,High,No,No,,No,,Missing,,External,Unknown network attack,Low,Confidentiality,Unknown
Yes,,Low,No,No,,,Yes,Missing,,External,Social engineering,Medium,Confidentiality,Phisher
Yes,Medium,High,No,No,,,,Missing,Misuse of resources,External,Vendor vulnerability,Low,Confidentiality,Third-party
Yes,Large,Low-Medium,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Large,High,No,No,,,,31000,,External,,Low,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,,,Yes,Missing,Installed malware,External,,High,Availability,Cybercriminal group
No,Large,Low-Medium,Yes,No,,No,Yes,9000,Installed malware,External,Unknown device attack,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,,,,Missing,,External,Unknown network attack,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,,No,Yes,130000,,External,Unknown network attack,Medium,Confidentiality,Unknown
No,Medium,Medium-High,No,No,,,Yes,Missing,Misuse of resources,External,,High,Confidentiality,Unknown
No,Large,Medium-High,No,No,Yes,No,Yes,145000000,,External,,High,Confidentiality,Unknown
Yes,Large,High,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Large,High,No,No,No,No,Yes,3300000,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,,Medium-High,No,No,,,Yes,1500000,,External,,Low,Confidentiality,Unknown
No,,High,Yes,No,,,,Missing,Misuse of resources,External,Social engineering,Low,Confidentiality,Phisher
No,,Medium-High,No,No,No,No,Yes,Missing,Installed malware,External,Unknown website/web application attack,High,Confidentiality,Unknown
Yes,Large,Low-Medium,Yes,No,No,No,Yes,500000,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Medium,Low,No,No,No,No,Yes,Missing,Web compromise,External,Vendor vulnerability,High,Confidentiality,Third-party
No,Medium,High,No,No,,No,Yes,1300000,,External,,High,Confidentiality,Unknown
Yes,Medium,Low-Medium,No,No,,,,28000,Misuse of resources,External,Social engineering,Low,Confidentiality,Phisher
No,Large,Medium-High,No,No,,,Yes,1600000,,External,,Low,Confidentiality,Unknown
No,Large,Low-Medium,No,No,,,,Missing,,External,Unknown network attack,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,No,No,No,Missing,Misuse of resources,Internal,Inappropriate use of privilege,High,Confidentiality,Unknown
No,Large,Low,No,No,Yes,No,Yes,Missing,,External,,High,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,,No,,79930,,External,Vendor vulnerability,High,Availability,Unknown
No,Medium,High,Yes,No,,,Yes,Missing,Misuse of resources,External,,Medium,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,,,Yes,16000,Misuse of resources,External,Vendor vulnerability,Medium,Confidentiality,Script kiddie or Hacker
Yes,Large,Medium-High,No,No,,,,7800,Misuse of resources,External,Social engineering,Medium,Confidentiality,Phisher
Yes,Large,Low-Medium,No,No,,,,Missing,Misuse of resources,External,Social engineering,Medium,Confidentiality,Phisher
No,Large,Medium-High,No,No,,,Yes,800000,Misuse of resources,External,Insufficient input validation,Low,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,,,,218055,Misuse of resources,External,,Low,Confidentiality,Unknown
No,Large,High,No,No,,No,,Missing,Misuse of resources,External,,Low,Confidentiality,Unknown
Yes,Large,High,Yes,No,Yes,No,Yes,163020000,Web compromise,External,Insufficient input validation,High,Confidentiality,Unknown
Yes,Large,High,No,No,,,,Missing,Web compromise,External,,Medium,Confidentiality,Unknown
No,Large,Low,No,No,,,,Missing,Installed malware,External,Unknown network attack,High,Confidentiality,Cybercriminal group
Yes,Medium,High,Yes,No,,,No,50000000,,External,,Low,Confidentiality,Unknown
No,,Medium-High,No,No,,,Yes,33407472,,External,,Low,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,,,,10000000,,External,,Low,Confidentiality,Unknown
Yes,Large,High,No,No,,,,15000000,,External,Unknown network attack,Medium,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,,No,,700000,,External,,Low,Confidentiality,Unknown
Yes,,Low-Medium,No,No,,,Yes,Missing,Installed malware,External,,High,Availability,Cybercriminal group
Yes,Medium,Low-Medium,Yes,No,No,No,No,24113,Misuse of resources,External,Social engineering,Medium,Confidentiality,Unknown
Yes,Small,Low-Medium,No,No,Yes,No,Yes,Missing,Installed malware,External,,High,Availability,Cybercriminal group
No,Medium,Low-Medium,No,No,Yes,,,Missing,Web compromise,External,Unknown website/web application attack,High,Confidentiality,Unknown
No,Large,Medium-High,Yes,Yes,,,,50000000,,External,,Low,Confidentiality,Unknown
Yes,,Low-Medium,No,No,,,,Missing,Installed malware,External,Vendor vulnerability,High,Availability,Cybercriminal group
Yes,Large,Low-Medium,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,,Low-Medium,No,No,,,,Missing,Installed malware,External,,High,Availability,Cybercriminal group
Yes,Small,Low-Medium,No,No,,,,13000,Installed malware,External,Social engineering,High,Availability,Cybercriminal group
Yes,Medium,Low,No,No,,,,Missing,Installed malware,External,,High,Availability,Cybercriminal group
No,Medium,Medium-High,No,No,Yes,Yes,Yes,1870,Web compromise,External,Insufficient input validation,High,Confidentiality,Unknown
Yes,Large,Medium-High,Yes,No,,No,,45000,Misuse of resources,External,Unknown device attack,Medium,Confidentiality,Script kiddie or Hacker
Yes,Large,Low-Medium,No,No,No,No,Yes,13000,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Medium,Low-Medium,No,No,,,,40800,Installed malware,External,,High,Availability,Cybercriminal group
Yes,Large,High,No,No,Yes,No,Yes,196000,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Large,High,Yes,No,,,,Missing,Misuse of resources,External,Social engineering,Low,Confidentiality,Phisher
Yes,,High,No,No,No,No,No,Missing,Misuse of resources,Internal,Inappropriate use of privilege,High,Confidentiality,Unknown
Yes,Large,High,No,No,,,,Missing,,External,,Low,Confidentiality,Unknown
Yes,,High,No,No,,,,Missing,,External,,High,Confidentiality,Unknown
Yes,Medium,Medium-High,No,No,Yes,No,Yes,Missing,Installed malware,External,,High,Confidentiality,Cybercriminal group
Yes,,Medium-High,No,No,,No,,250000,,External,,Low,Confidentiality,Unknown
Yes,,Medium-High,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,,Medium-High,No,No,,No,Yes,Missing,,External,,High,Confidentiality,Unknown
Yes,Large,Medium-High,No,No,No,No,Yes,70000,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,,Low-Medium,No,No,No,No,Yes,98930,,External,,High,Confidentiality,Unknown
No,Large,Low-Medium,No,No,Yes,,Yes,Missing,Installed malware,External,,High,Confidentiality,Cybercriminal group
No,Large,Low-Medium,No,No,Yes,,Yes,Missing,Installed malware,External,,High,Confidentiality,Cybercriminal group
No,,Medium-High,No,No,Yes,No,Yes,420000,,External,Unknown network attack,Low,Confidentiality,Unknown
Yes,,Low-Medium,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,Large,Medium-High,No,No,,No,,Missing,,External,,Low,Confidentiality,Unknown
Yes,Medium,Low,No,No,,,,Missing,,External,Vendor vulnerability,High,Confidentiality,Unknown
Yes,,Medium-High,No,No,Yes,No,Yes,Missing,,External,,High,Confidentiality,Unknown
No,Small,High,No,No,,,,Missing,,External,,High,Confidentiality,Unknown
Yes,Large,High,Yes,No,,,,412000000,,External,,Low,Confidentiality,Unknown
Yes,,Low-Medium,No,No,,,,43000,Installed malware,External,,Medium,Confidentiality,Unknown
No,Large,Medium-High,No,No,Yes,No,Yes,8243809,,External,Unknown network attack,High,Confidentiality,Unknown
No,Large,Medium-High,No,No,,,,18000,Misuse of resources,External,Social engineering,Medium,Confidentiality,Phisher
No,Large,Medium-High,No,No,No,No,Yes,800000,Physical Theft,External,Vendor vulnerability,Medium,Confidentiality,Insider or Physical theft
Yes,Medium,Low,No,No,,No,Yes,Missing,Web compromise,External,Unknown website/web application attack,High,Confidentiality,Unknown
No,Small,High,No,No,,,,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,Large,Medium-High,No,No,No,No,Yes,Missing,,External,,Medium,Confidentiality,Unknown
No,,Medium-High,No,No,,No,Yes,Missing,,External,,High,Confidentiality,Unknown
No,Large,Medium-High,No,No,,,Yes,Missing,Installed malware,External,,High,Confidentiality,Unknown
No,Large,Low-Medium,No,No,Yes,No,Yes,32000,,External,Unknown network attack,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,Yes,No,Yes,41000,,External,Unknown device attack,Medium,Confidentiality,Unknown
No,Large,Low-Medium,Yes,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Large,Low-Medium,Yes,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Large,Medium-High,No,No,No,No,No,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,Large,High,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,High,Confidentiality,Insider or Physical theft
No,,High,No,No,Yes,No,Yes,Missing,,External,,High,Confidentiality,Unknown
Yes,Medium,Low-Medium,No,No,,,,Missing,Web compromise,External,,High,Confidentiality,Unknown
Yes,,Low-Medium,No,No,No,No,,18000,Physical Theft,External,Physical device,Low,Confidentiality,Insider or Physical theft
Yes,Large,High,Yes,No,,No,,1500000,,External,,High,Confidentiality,Unknown
No,,Medium-High,No,No,Yes,,Yes,Missing,Web compromise,External,Insufficient input validation,Medium,Confidentiality,Unknown
Yes,Large,Low,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,,Low-Medium,No,No,,,,37000,Misuse of resources,External,Social engineering,Low,Confidentiality,Phisher
Yes,Large,High,No,No,Yes,,Yes,Missing,Misuse of resources,Internal,Inappropriate use of privilege,Medium,Confidentiality,Unknown
No,,Medium-High,No,No,,,,Missing,,External,,Medium,Confidentiality,Unknown
No,,Medium-High,No,No,Yes,,Yes,Missing,Installed malware,External,,High,Confidentiality,Cybercriminal group
No,,Medium-High,No,No,,No,Yes,868000,Installed malware,External,Vendor vulnerability,High,Confidentiality,Cybercriminal group
Yes,Large,High,Yes,No,,Yes,Yes,1000000,Installed malware,External,,Low,Confidentiality,Cybercriminal group
No,Large,Low-Medium,No,No,Yes,Yes,Yes,Missing,Misuse of resources,External,Unknown device attack,Medium,Confidentiality,Unknown
Yes,,High,No,No,,Yes,Yes,Missing,Misuse of resources,External,Insufficient authentication validation,Low,Confidentiality,Unknown
Yes,,Low-Medium,No,No,,,Yes,6853,,External,Vendor vulnerability,Medium,Confidentiality,Unknown
No,Medium,Medium-High,No,No,Yes,No,Yes,Missing,Installed malware,External,Insufficient input validation,High,Confidentiality,Unknown
No,,Medium-High,No,No,,,,Missing,Installed malware,External,,High,Confidentiality,Cybercriminal group
No,,High,No,No,Yes,No,Yes,Missing,,External,Unknown network attack,High,Confidentiality,Unknown
No,Medium,High,No,No,Yes,,Yes,Missing,Installed malware,External,Unknown network attack,High,Confidentiality,Cybercriminal group
Yes,Large,High,No,No,No,No,No,Missing,Misuse of resources,External,Social engineering,High,Confidentiality,Phisher
No,Medium,High,No,No,No,No,Yes,Missing,,External,,Medium,Confidentiality,Unknown
Yes,Small,Low-Medium,No,No,,,,16000,Installed malware,External,,High,Availability,Cybercriminal group
Yes,Small,Low-Medium,No,No,No,No,Yes,Missing,,External,Unknown network attack,Medium,Confidentiality,Unknown
Yes,Small,Low-Medium,No,No,,,,Missing,,External,,Medium,Confidentiality,Unknown
Yes,Large,Low,No,No,Yes,No,Yes,4200000,Installed malware,External,,High,Confidentiality,Cybercriminal group
No,Large,Medium-High,No,No,,,Yes,Missing,,External,,High,Confidentiality,Unknown
Yes,Large,High,No,No,,,Yes,Missing,Installed malware,External,,High,Confidentiality,Cybercriminal group
Yes,Small,Low-Medium,No,No,,,,9092,,External,,Medium,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,No,No,Yes,93500,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Large,Low-Medium,No,No,No,No,No,10000,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,Large,Low-Medium,No,No,,No,,10000,,External,,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,,,Yes,Missing,,External,Unknown network attack,Medium,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,,,,Missing,,External,,High,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,,,Yes,Missing,,External,Vendor vulnerability,Medium,Confidentiality,Third-party
Yes,Large,Low-Medium,No,No,,,,190000,Misuse of resources,External,,Low,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,,,,42000,Misuse of resources,External,Social engineering,Low,Confidentiality,Phisher
Yes,Large,Low-Medium,No,No,,,,Missing,Installed malware,External,Social engineering,High,Availability,Cybercriminal group
Yes,,Low-Medium,No,No,,,,2900000,,External,Unknown network attack,Low,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,No,No,Yes,11500,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Large,Low-Medium,No,No,,,Yes,Missing,,External,,Medium,Confidentiality,Unknown
Yes,Large,High,Yes,No,Yes,No,Yes,Missing,,External,,Low,Confidentiality,Unknown
Yes,Large,High,No,No,Yes,No,Yes,130000000,Installed malware,External,Insufficient input validation,High,Confidentiality,Unknown
No,Large,Low,No,No,No,No,Yes,Missing,Installed malware,External,,High,Confidentiality,Cybercriminal group
No,Large,Medium-High,No,No,,,,Missing,Installed malware,External,Vendor vulnerability,High,Confidentiality,Cybercriminal group
Yes,Large,Low-Medium,No,No,,,,18470,Misuse of resources,External,,Medium,Confidentiality,Unknown
No,Large,Medium-High,No,No,No,No,Yes,196000,Physical Theft,External,Vendor vulnerability,Medium,Confidentiality,Insider or Physical theft
Yes,Large,Medium-High,No,No,,No,,Missing,Physical Theft,External,,Medium,Confidentiality,Insider or Physical theft
No,Small,High,No,No,,,,Missing,,External,,Medium,Confidentiality,Unknown
No,Small,High,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,Large,Low,No,No,Yes,No,Yes,Missing,Installed malware,External,,High,Confidentiality,Cybercriminal group
No,Large,Low,No,No,,,Yes,Missing,Installed malware,External,,High,Confidentiality,Cybercriminal group
Yes,Large,Low-Medium,No,No,,,Yes,Missing,Installed malware,External,,High,Availability,Unknown
Yes,Large,Low-Medium,No,No,No,No,No,9900,Misuse of resources,Internal,Physical device,Medium,Confidentiality,Unknown
